,0
PV cm3/g,0.426
AD g/L,0.332
E,-0.301
APD nm,0.281
pH,0.267
HT hour,0.233
TSPA,-0.193
S,-0.185
Ci mg/L,0.182
d(003) nm,0.165
B,-0.16
Calcination time,0.16
pHpzc,0.141
Time h,0.138
TemH oC,0.133
MW g/mol,-0.128
V,-0.107
Log Kow,0.098
Calcination Temp,0.091
Tem,0.074
A,-0.061
average atomic weight (g/mol),-0.057
average d-electron,-0.049
M(II)/(III),0.048
BET m2/g,0.034
average Pauling electronegativity,-0.004
