study,model,n_rows,mae,rmse,r2
Mohamed E. M. Hassouna_2019,RF,11,16.144779567839784,18.989530783783536,-0.5599527149174914
Mohamed E. M. Hassouna_2019,XGB,11,41.32402094060724,45.29045285186957,-7.8735273652236
Mohamed E. M. Hassouna_2019,HistGB,11,36.65284187337006,40.01477823634576,-5.926658802007235
Mohammad Noori Sepehr_2016,LR,81,30.60214195567836,37.103219271100635,-2.4595444381938667
Mohammad Noori Sepehr_2016,KNN,81,45.26453835419832,50.36647327673377,-5.374979783051189
Mohammad Noori Sepehr_2016,ANN,81,18.542105610703913,25.515355897085072,-0.6360591025051348
Mohammad Noori Sepehr_2016,Cubist,81,32.60696011262679,36.115046453610525,-2.2777217523883944
Mohammad Noori Sepehr_2016,RF,81,35.87864661805292,39.64430378560602,-2.949638234588259
Mohammad Noori Sepehr_2016,XGB,81,31.63510003101266,36.02412533867773,-2.2612389279705285
Mohammad Noori Sepehr_2016,HistGB,81,28.78881281661552,32.623304404099855,-1.6745555629097484
Mohammad Saood Manzar_2024,LR,66,29.956566318912508,30.347440884727582,-237.64994290079912
Mohammad Saood Manzar_2024,KNN,66,37.52969696969697,37.81091214547365,-369.46867773361464
Mohammad Saood Manzar_2024,ANN,66,38.72350919786658,39.691517139181926,-407.2372081880606
Mohammad Saood Manzar_2024,Cubist,66,20.38021869312633,22.295919878897774,-127.8154564308795
Mohammad Saood Manzar_2024,RF,66,26.83651089986694,27.26886246277635,-191.68647396047982
Mohammad Saood Manzar_2024,XGB,66,23.723706071449048,25.006444006536775,-161.03956281724248
Mohammad Saood Manzar_2024,HistGB,66,26.35015182901122,27.648386365731845,-197.0873609815873
Morgana Rosset_2019,LR,45,71.13257269004069,74.36001464585897,-14.836617726279892
Morgana Rosset_2019,KNN,45,42.13333333333333,45.01851470969102,-4.804513490119316
Morgana Rosset_2019,ANN,45,72.04958684784354,74.37519145246954,-14.843082862503161
Morgana Rosset_2019,Cubist,45,21.78454064263238,24.696276085248037,-0.746813113150615
Morgana Rosset_2019,RF,45,15.195718521695984,18.958259282568033,-0.029391120007723703
Morgana Rosset_2019,XGB,45,15.414795345730251,25.010035776147006,-0.7914806689990475
Morgana Rosset_2019,HistGB,45,15.614519319478546,20.76870897847122,-0.2353855066512498
N’guadi Blaise Allou_2018,LR,56,10.612620600304194,13.635200392355797,-0.1149827965630712
N’guadi Blaise Allou_2018,KNN,56,13.048928571428572,16.899778433787557,-0.7128019081349222
N’guadi Blaise Allou_2018,ANN,56,10.445332789610863,13.084907937207559,-0.0268014168859958
N’guadi Blaise Allou_2018,Cubist,56,11.992216278257825,14.400478976905243,-0.243652340407021
N’guadi Blaise Allou_2018,RF,56,11.233169918900586,13.477578516963712,-0.08935356177679288
N’guadi Blaise Allou_2018,XGB,56,14.660947776976085,17.37351375347981,-0.8101744943558609
N’guadi Blaise Allou_2018,HistGB,56,12.525781313096664,15.352640622194231,-0.41355035660569794
Priyanka_2024,LR,32,16.56718848367291,17.587415713860747,-7.421269916196097
Priyanka_2024,KNN,32,14.28125,17.11267804874503,-6.97277464638945
Priyanka_2024,ANN,32,8.976183430882394,10.387556765562474,-1.9376520156112278
Priyanka_2024,Cubist,32,37.81097948551178,38.420354974448266,-39.187989061876905
Priyanka_2024,RF,32,28.120482564414026,28.57281603750602,-21.226937038835402
Priyanka_2024,XGB,32,29.30999732017517,30.017621520739294,-23.53161183145398
Priyanka_2024,HistGB,32,23.570819731390092,25.689453223880722,-16.96731785357233
Rehab Mahmoud_2024,LR,25,12.998072618529582,16.590164140043523,0.13140902692638312
Rehab Mahmoud_2024,KNN,25,12.715739960130204,14.540774854785342,0.33274928804565396
Rehab Mahmoud_2024,ANN,25,34.213810922802395,40.16170253090717,-4.090239023005899
Rehab Mahmoud_2024,Cubist,25,17.14406637614583,19.98733157364324,-0.26073433342912544
Rehab Mahmoud_2024,RF,25,20.46894657530154,23.71431340572744,-0.7747413011091202
Rehab Mahmoud_2024,XGB,25,23.6276697985928,26.77743359814702,-1.2628295834111825
Rehab Mahmoud_2024,HistGB,25,26.967804749779443,31.061989621085246,-2.04489615901965
Rehab Mahmoud_2026,LR,24,30.78780897094735,37.94470921499766,-1.2787196438677118
Rehab Mahmoud_2026,KNN,24,47.045454420315515,53.83482564377021,-3.5868555118176646
Rehab Mahmoud_2026,ANN,24,43.58791000336149,52.31502080164813,-3.3315291644924185
Rehab Mahmoud_2026,Cubist,24,18.648910468325536,21.254338129577285,0.2850369313440094
Rehab Mahmoud_2026,RF,24,26.324893271003276,30.355483100937203,-0.4583532577632845
Rehab Mahmoud_2026,XGB,24,29.216063869137653,33.16509151468772,-0.7408078572029511
Rehab Mahmoud_2026,HistGB,24,26.906882713049214,31.428610902101944,-0.5632873396238816
S. A. Abdel Moaty_2019,LR,57,31.688416119983952,35.775765366391475,-0.3745522020518637
S. A. Abdel Moaty_2019,KNN,57,42.40667757471921,51.61213448528394,-1.8607967993570615
S. A. Abdel Moaty_2019,ANN,57,68.81770858152589,72.74659962878494,-4.683407117667615
S. A. Abdel Moaty_2019,Cubist,57,33.30783406899009,36.8049605731488,-0.4547758549604686
S. A. Abdel Moaty_2019,RF,57,33.229290907520195,38.46656159861304,-0.5890958975728933
S. A. Abdel Moaty_2019,XGB,57,40.01650257904736,48.85966465940778,-1.5638011300241828
S. A. Abdel Moaty_2019,HistGB,57,36.42519989125254,43.14953632995693,-0.9995655110798431
Samar M. Mahgoub_2020,LR,19,48.880271257088715,53.109111961951896,-5.424296916290001
Samar M. Mahgoub_2020,KNN,19,21.236842105263158,26.858547595642033,-0.6430567867429247
Samar M. Mahgoub_2020,ANN,19,28.841320735211855,36.69805085464679,-2.0674219562414136
Samar M. Mahgoub_2020,Cubist,19,42.92304952521073,46.20590948409616,-3.862757043355203
Samar M. Mahgoub_2020,RF,19,25.38595688333594,31.693252996390385,-1.2878163559639995
Samar M. Mahgoub_2020,XGB,19,21.75116850200452,27.623797751614877,-0.7380181076691688
Samar M. Mahgoub_2020,HistGB,19,27.773760204207473,32.57822289450771,-1.4173654251928944
Samar M․ Mahgouba_2025,LR,23,18.354479592147687,20.987979206398315,-0.2582126991243128
Samar M․ Mahgouba_2025,KNN,23,47.24347826086956,51.465361926842306,-6.565591293342145
Samar M․ Mahgouba_2025,ANN,23,18.13251446920431,21.69599625755095,-0.3445346788915311
Samar M․ Mahgouba_2025,Cubist,23,15.484767150878907,17.70552935613086,0.10457205252866408
Samar M․ Mahgouba_2025,RF,23,18.16761312503641,20.632769577732592,-0.21598402629410973
Samar M․ Mahgouba_2025,XGB,23,24.07013169993525,31.533049207258667,-1.8401727137820822
Samar M․ Mahgouba_2025,HistGB,23,19.854268757631697,22.89935005728539,-0.49781827768230436
XingWang_2022,LR,20,9.398533179033501,12.109735815216128,-0.7312600089721883
XingWang_2022,KNN,20,13.783071348016412,15.351317579848278,-1.7821739008148874
XingWang_2022,ANN,20,31.716595605834492,32.391723359885,-11.386855438772582
XingWang_2022,Cubist,20,32.602802270642194,32.95289300494743,-11.819764766386346
XingWang_2022,RF,20,30.029683131228534,30.867726342066838,-10.248697618999623
XingWang_2022,XGB,20,22.0339565485169,24.44121282538895,-6.052424820398934
XingWang_2022,HistGB,20,23.886196362025725,25.311775736347588,-6.563767795079391
Zhenzhen Li_2024,LR,17,17.60899573448528,22.821389169158998,-0.23204654329919183
Zhenzhen Li_2024,KNN,17,18.429633860665234,20.68083436031603,-0.011763651744047143
Zhenzhen Li_2024,ANN,17,91.10339004665394,95.45887637702634,-20.556368383469124
Zhenzhen Li_2024,Cubist,17,29.19027588539821,34.870351009095536,-1.8764418496517004
Zhenzhen Li_2024,RF,17,19.149192599663326,22.53767080254674,-0.20160305195055717
Zhenzhen Li_2024,XGB,17,20.70169896722544,22.567873587336603,-0.2048257519388359
Zhenzhen Li_2024,HistGB,17,17.689232838518382,20.791325887074475,-0.022603634546849882
